Date and Time Created,User Name,Tweet for covid
Date and Time Created,User Name,Tweet for covid
2020-05-12 21:02:33,JoanHun58415364,"b""RT New Q (12 May '20) CA lost Fed $ due to Sanctuary City status Lighting fires to declare state emergency for $ isn't cutt\xe2\x80\xa6"""
2020-05-12 21:02:33,DetentionWatch,b'No More Detention Centers in Michigan is reporting an active hunger strike at the BOP-managed North Lake Correction https://t.co/zoXxnZ4AXp'
2020-05-12 21:02:33,pam30301,b'RT The revelations Coronavirus reached Edinburgh at an international conference held at the Carlton i\xe2\x80\xa6'
2020-05-12 21:02:33,sunnyetal,b'RT NEWS Trump withdraws Mar-a-Lago dock plan 3 days after reports his proposal during Covid crisis raised\xe2\x80\xa6'
2020-05-12 21:02:33,stacistormy,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:33,tankmetall,b'_magic Order some Ikoria from Amazon found out that I won\xe2\x80\x99t be getting them until next week or near the end month thanks covid 19'
2020-05-12 21:02:33,NASUWTDONNY,b'RT _NASUWT 4.There are serious health safety &amp welfare issues for staff &amp pupils which have not been addressed. 5 The Governmen\xe2\x80\xa6'
2020-05-12 21:02:33,kenhendon,"b'RT So far the has helped conduct 225,825 COVID-19 tests made 634,030 coronavirus test kits and deliver\xe2\x80\xa6'"
2020-05-12 21:02:33,iwona_kozlowski,b'RT Friendship Tuesday \xe2\x80\x9cIt is in dark times that the light of friendship shines brightest\xe2\x80\x9d-RP Evans Connect with your frie\xe2\x80\xa6'
2020-05-12 21:02:32,CarolLei4,b'RT The federal government bailed out big corporations and gave millionaires a tax cut in the first COVID bills. It\xe2\x80\x99s time for\xe2\x80\xa6'
2020-05-12 21:02:32,BreannaAliece,b'Whew Chile working at medical institute in a medical district during Covid-19 \xf0\x9f\x99\x84'
2020-05-12 21:02:32,almaclean28,"b'RT Twitter has decided we are their little children &amp will protect us from ""misinformation about covid-19. \xe2\x80\xa6'"
2020-05-12 21:02:32,pursueliberty,b'RT Did anyone at bother asking Gonzalez about the hundreds of thousands of jobs she killed with #AB5 and how she singl\xe2\x80\xa6'
2020-05-12 21:02:32,basant_bhoruka,b'RT More than a thousand cops in Maharashtra tested positive for COVID-19 so far seven police personnel dead https://t.co/zRBO56iIfV'
2020-05-12 21:02:32,JohnWallTooting,b'RT Discharging hospital patients without a negative COVID_19 result into care homes looks like a deliberate attempt to intro\xe2\x80\xa6'
2020-05-12 21:02:32,ProgressMama1,"b'RT Chris Murphy tells Fauci Hahn Redfield ""you work for a president who is frankly undermining efforts to combat COVID-19.'"
2020-05-12 21:02:32,stanspak,"b""RT \xf0\x9f\x9a\xa8BREAKING NEWS\xf0\x9f\x9a\xa8 Thanks to the lies Trump is spewing 72 people in Wisconsin test positive after attending 'large gatheri\xe2\x80\xa6"""
2020-05-12 21:02:32,bails94,b'RT Doctor called I am COVID free and IMMUNE Woooooooo!!!'
2020-05-12 21:02:32,NDevonTories,"b""RT Please be considerate to our communities and staff if you choose to visit Exmoor National Park following the Government's ann\xe2\x80\xa6"""
2020-05-12 21:02:32,Eve_Villasenor,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:32,KartikeyaSingh,"b'For those of you who don\xe2\x80\x99t speak in \xe2\x80\x9clakhs and \xe2\x80\x9ccrores, here is what India\xe2\x80\x99s covid stimulus adds up to India unv https://t.co/vFG9LvPfVR'"
2020-05-12 21:02:32,katy_liberty,b'RT #GoodNewsOfTheDay The Trump Administration is sending over $10 MILLION to 36 Community Health Centers across Louisiana\xe2\x80\xa6'
2020-05-12 21:02:32,theyoungonex,b'RT On the 31st March I lost my grandma to COVID-19 I started a GoFundMe to help with the cost of the funeral arrangements A\xe2\x80\xa6'
2020-05-12 21:02:32,bryantpk65,b'RT I did not have the emergence of a COVID fan club on my 2020 Apocalypse Bingo Card but reading some MAGA Twitter feeds sh\xe2\x80\xa6'
2020-05-12 21:02:32,NarcoHunter,"b""Clearly people don't know their states death statistics More children die due to accidental drownin https://t.co/nMhD1yDPPa"""
2020-05-12 21:02:32,demplon_ASR,"b""RT RT to be the next video's sister shoutout! THE BIGGEST BEAUTY COLLAB IN HISTORY is now LIVE I asked some friends to j\xe2\x80\xa6"""
2020-05-12 21:02:32,MrsBlackburnSLP,b'With virtual meetings becoming a critical tool for U.S workers in the wake of the COVID-19 pandemic people with h https://t.co/x98V9QiGDs'
2020-05-12 21:02:32,toypilaNewsQ,b'RT Doctor called I am COVID free and IMMUNE Woooooooo!!!'
2020-05-12 21:02:32,ThomasAcworth,"b'RT Of the 22,049 people who have died with Covid in English hospitals only 31 were aged under 40 and had no underlying health\xe2\x80\xa6'"
2020-05-12 21:02:32,atwittya,b'thinking about how my mother despite suffering from covid and knowing its realities first hand is also so prepare https://t.co/j0dz7cuRDc'
2020-05-12 21:02:32,xyTweats,"b""RT Isn't it odd that the vast majority of Western Governments were coordinated in their Panic to Covid-19 Almost like there\xe2\x80\xa6"""
2020-05-12 21:02:31,SaiSaixChan,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:31,TrumpGoAway,b'I can\xe2\x80\x99t believe I\xe2\x80\x99m typing these words but my Mom is home!! 2 weeks ago I had to say goodbye to her and now she\xe2\x80\x99s https://t.co/XcKFOlc6Rj'
2020-05-12 21:02:31,Hannah_Couchman,"b""RT BREAKING We've sent a legal letter demanding the UK govt release details of its 'unprecedented NHS data deal. We need\xe2\x80\xa6"""
2020-05-12 21:02:31,healthspace,b'\xe2\x80\x9cIt will be really innovative \xe2\x80\x94 I wish we had it a month ago. Okanogan County Community Health Director Lauri Jo https://t.co/9NZGc9Jdj7'
2020-05-12 21:02:31,arteta087,b'RT Trump and the Republicans are gonna kill an extra hundred thousand and still wreck the economy This is what happens when\xe2\x80\xa6'
2020-05-12 21:02:31,kevproudbdi,b'RT #Madagascar president _Rajoelina \xc2\xabI think the problem with Covid-Organics is that it comes from Africa O\xe2\x80\xa6'
2020-05-12 21:02:31,watanpal12,"b""RT PTM's leader and our friend has been tested positive for COVID-19 He is taking necessary precautions and is fin\xe2\x80\xa6"""
2020-05-12 21:02:31,Sn0wd3n,b'RT Here are the survival rates of COVID-19: \xf0\x9f\x87\xba 99.983% \xf0\x9f\x87\xaa 99.956% \xf0\x9f\x87\xa7 99.944% \xf0\x9f\x87\xae 99.957% \xf0\x9f\x87\xab 99.965% \xf0\x9f\x87\xac 99.972% \xf0\x9f\x87\xb7 99.975% Mayb\xe2\x80\xa6'
2020-05-12 21:02:31,leeleemunster,"b""RT Your Every Move Will Be Watched Post-COVID Offices To Resemble China's Social Credit System https://t.co/WsZJEuqviF"""
2020-05-12 21:02:31,diiogoo03,b'RT covid a eu https://t.co/fJ6lwI7nx4'
2020-05-12 21:02:31,CherKalleck,b'RT Trump and the Republicans are gonna kill an extra hundred thousand and still wreck the economy This is what happens when\xe2\x80\xa6'
2020-05-12 21:02:31,NatMatchOT,b'RT New learning package to support Allied Health Professionals helping to tackle COVID-19 Health Education England https:\xe2\x80\xa6'
2020-05-12 21:02:31,fortunexe1,b'Updates on Covid-19 in Ghana https://t.co/wHtyqrLCfa'
2020-05-12 21:02:31,GaiborMunoz,b'RT Sin Covid con Covid https://t.co/Lko80bKCTB'
2020-05-12 21:02:31,nicshamhrain,b'RT Here are the survival rates of COVID-19: \xf0\x9f\x87\xba 99.983% \xf0\x9f\x87\xaa 99.956% \xf0\x9f\x87\xa7 99.944% \xf0\x9f\x87\xae 99.957% \xf0\x9f\x87\xab 99.965% \xf0\x9f\x87\xac 99.972% \xf0\x9f\x87\xb7 99.975% Mayb\xe2\x80\xa6'
2020-05-12 21:02:31,petitbellele,b'RT _ I still can\xe2\x80\x99t get over how Americans got tired of COVID and just decided it was over.'
2020-05-12 21:02:31,redloon,b'RT Traumatic bike accidents up 167 amongst kids in Palm Beach County during COVID-19 shutdown https://t.co/BaQlivYDvY reports \xe2\x80\xa6'
